,name,place,lat,lon,map
32271, 青羊区, city,30.6760221,104.0057927,D:/MapsData/ 青羊区.png
32272, 锦江区, city,30.6013439,104.1143806,D:/MapsData/ 锦江区.png
32273, 武侯区, city,30.6438936,104.0405084,D:/MapsData/ 武侯区.png
32274, 金牛区, city,30.710299,104.0418029,D:/MapsData/ 金牛区.png
32275, 游仙区, city,31.47343,104.7643597,D:/MapsData/ 游仙区.png
32276, 西区, city,26.6031069,101.62832,D:/MapsData/ 西区.png
32277, 玉龙县, city,26.8265328,100.2350414,D:/MapsData/ 玉龙县.png
32278, 红古区, city,36.3426899,102.8646401,D:/MapsData/ 红古区.png
32279, 合作市, city,35.0013957,102.90827,D:/MapsData/ 合作市.png
32280, 自流井区, city,29.3402585,104.7747563,D:/MapsData/ 自流井区.png
32281, 沿滩镇, town,29.2784594,104.8724022,D:/MapsData/ 沿滩镇.png
32282, 五通桥区, city,29.4083403,103.8152044,D:/MapsData/ 五通桥区.png
32283, 芙蓉区, city,28.187829200000003,113.0267215,D:/MapsData/ 芙蓉区.png
32284, 荷塘区, city,27.859612800000004,113.1674387,D:/MapsData/ 荷塘区.png
32285, 鹤城区, city,27.581238300000006,110.035332,D:/MapsData/ 鹤城区.png
32286, 双清区, city,27.2363873,111.4913022,D:/MapsData/ 双清区.png
32287, 大祥区, city,27.2245893,111.43342520000002,D:/MapsData/ 大祥区.png
32288, 北塔区, city,27.2488849,111.4464692,D:/MapsData/ 北塔区.png
32289, 平川区, city,36.7252647,104.8171978,D:/MapsData/ 平川区.png
32290, 七里河区, city,36.0684485,103.7694669,D:/MapsData/ 七里河区.png
32291, 安宁区, city,36.1073748,103.7080952,D:/MapsData/ 安宁区.png
32292, 西固区, city,36.0996408,103.6204041,D:/MapsData/ 西固区.png
32293, 娄星区, city,27.7331331,111.9963063,D:/MapsData/ 娄星区.png
32294, 秦州区, city,34.582325399999995,105.7201195,D:/MapsData/ 秦州区.png
32295, 麦积区, city,34.5655729,105.8974888,D:/MapsData/ 麦积区.png
32296, 滴道区, city,45.3466325,130.8367458,D:/MapsData/ 滴道区.png
32297, 麒麟区, city,25.4979458,103.8030844,D:/MapsData/ 麒麟区.png
32298, 鸡冠区, city,45.3024982,130.9742213,D:/MapsData/ 鸡冠区.png
32299, 恒山区, city,45.2092356,130.89745990000003,D:/MapsData/ 恒山区.png
32300, 昭阳区, city,27.3236062,103.7039262,D:/MapsData/ 昭阳区.png
32301, 昂昂溪区, city,47.1571075,123.8018548,D:/MapsData/ 昂昂溪区.png
32302, 梅里斯达斡尔族区, city,47.3121509,123.7532822,D:/MapsData/ 梅里斯达斡尔族区.png
32303, 富拉尔基区, city,47.2087902,123.6287679,D:/MapsData/ 富拉尔基区.png
32304, 古城区, city,26.8806477,100.2245593,D:/MapsData/ 古城区.png
